Title,Year,Size,Materials and Medium,Series ,Link to Image
Figures in a Landscape (Pure),2000,2210 x 2743 x 2743 mm | 87 x 108 x 108 in,"Glass, painted steel, silicone rubber, wardrobe, clothes, refuse sacks, lipstick and air fresheners",Vitrines,http://damienhirst.com/images/hirstimage/Figures_1_1440_0.jpg
Beautiful Architect,2003,1600 x 1600 mm | 63 x 63 in ,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/BeautifulArchitect_1_771_0.jpg
I Feel Love,1994 - 1995,2134 x 2134 mm | 84 x 84 in,Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS1264_1_1440_0.jpg
Looking Forward to a Complete Suppression of Pain,1994,3048 x 3048 x 3048 mm | 120 x 120 x 120 in,"Glass, painted steel, silicone rubber, wood, television monitors, video recorders and coloured plaster and painted pill with dry transfers",Vitrines,http://damienhirst.com/images/hirstimage/DHS5008VideoMonitorv_771_0.jpg
Mother and Child (Divided),1993,"Two parts, each (cow): 1900 x 3225 x 1090 mm | 74.8 x 127 x 42.9 in | Two parts, each (calf): 1029 x 1689 x 625 mm | 40.5 x 66.5 x 24.6 in","Glass, painted steel, silicone, acrylic, monofilament, stainless steel, cow, calf and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS5015view5_771_0.jpg
God Knows Why,2005,2568 x 2066 x 1765 mm | 101.1 x 81.4 x 69.5 in,"Glass, painted stainless steel, silicone, oak, stainless steel, sheep and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS5332Legsapartv4_771_0.jpg
I Want Love,1999,Diameter: 1600 mm | 63 in,Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/dhs48t_771_0.jpg
Zinc Sulfate,2008,Diameter: 2134 mm | 84 in | (2 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS703r_771_0.jpg
Remorse,2004,Diameter: 2134 mm | 84 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS718_r_771_0.jpg
Glorious,2007,914 x 914 mm | 36 x 36 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS852_rt_771_0.jpg
Redemption,2003,2438 x 1524 mm | 96 x 60 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS876v2_771_0.jpg
Notechis Ater Niger,2000,737 x 483 mm | 29 x 19 in | (1 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS213_rt_771_0.jpg
Untitled,2000,762 x 1219 mm | 30 x 48 in,Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS229_r_771_0.jpg
Chloroacetal,1997,2388 x 2743 mm | 94 x 108 in | (2 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS290HIRST1997_771_0.0015
Eight Over Eight,1997 - 1998,914 x 1219 x 152 mm | 36 x 48 x 6 in,"Glass, painted MDF, aluminium, metal pins, nickel-plated steel, sliding door lock and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS1595_771_0.jpg
Polygonia c-album in Verbena bonariensis,2009 - 2010,1372 x 914 mm | 54 x 36 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS106451_rt_771_0.jpg
Inachis io in Buddleja davidii,2009 - 2010,305 x 457 mm | 12 x 18 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS10666_rt_771_0.jpg
Tithorea harmonia in Lantana,2009 - 2010,457 x 318 mm | 18 x 13 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS10712_rt_771_0.jpg
"The More You Know, the More You Know",2002,1829 x 2743 x 102 mm | 72 x 108 x 4 in,"Glass, stainless steel, steel, aluminium, nickel, bismuth and cast resin, coloured plaster and painted pills with dry transfers",Pill Cabinets,http://damienhirst.com/images/hirstimage/DHS594MRstr_771_0.jpg
Beautiful like a torn iris painting,2003,Diameter: 1524 mm | 60 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS675rt2_771_0.jpg
Pardon,2007,914 x 914 mm | 36 x 36 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS854v2_771_0.jpg
Silence,2008,2743 x 914 mm | 108 x 36 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS1930_771_0.jpg
Away from the Flock (Divided),1995,"Two parts, each: 1180 x 1860 x 513 mm | 46.5 x 73.2 x 20 in","Glass, painted steel, silicone, acrylic, plastic cable ties, stainless steel, sheep and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS1993Straight_771_0.jpg
Virgin (Exposed),2005,620 x 132 x 382 mm | 24.4 x 5.3 x 15 in,Painted resin and bronze,"Gold, Silver and Bronze",http://damienhirst.com/images/hirstimage/DHS2004_771_0.jpg
From the Stations of the Cross - Station XII,2004,1186 x 840 mm | 46.7 x 33.1 in,Pencil on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS2009_rt_771_0.jpg
An Unreasonable Fear of Death and Dying,2000,2134 x 2134 x 2134 mm | 84 x 84 x 84 in,"Glass, steel, TV, video recorder, armchair, chainsaw, sheepskin rug, standard lamp, coffee table, potted plants, toilet, toilet paper, waste bin, air freshener, books, glasses in case, newspaper and magazines, books, tea tray, tissues, cigarettes and lighter, blood and faeces.",Vitrines,http://damienhirst.com/images/hirstimage/DHS2473T_771_0.V
Anaesthesia,2002,2743 x 1746 mm | 108 x 69 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS3246v3_771_0.jpg
Painkillers,2004 - 2005,2750 x 1830 mm | 108.3 x 72.1 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS3321v2_771_0.jpg
And the Lord God Made Them All,2005 - 2006,2040 x 3648 x 3648 mm | 80.3 x 143.6 x 143.6 in,"Glass, stainless steel, nickel, brass, rubber, cloth, painted and lacquered MDF, animal and bird skeletons",Instrument Cabinets,http://damienhirst.com/images/hirstimage/DHS36093Q2_771_0.jpg
Concentrating on a Self-Portrait as a Pharmacist,2000,2134 x 3048 x 2743 mm | 84 x 120 x 108 in,"Glass, painted steel, silicone rubber, wood, oil on canvas, lab coat, various artist's materials, table, bedside locker, chair, mirror, shoes, ashtray, cigarettes, ceramic jug, bowls, mug and kitchen roll",Vitrines,http://damienhirst.com/images/hirstimage/DHS1820WIDE_771_0.jpg
Legend,2011,4575 x 2590 x 2260 mm | 180.1 x 102 x 89 in,Painted bronze,"Gold, Silver and Bronze",http://damienhirst.com/images/hirstimage/DHS13250_771_0.jpg
Myth,2010,3590 x 2800 x 808 mm | 141.3 x 110.2 x 31.8 in,Painted bronze,"Gold, Silver and Bronze",http://damienhirst.com/images/hirstimage/MythDetail_1_1440_0.jpg
"Well, Whaddya Know?",2005,2134 x 914 x 102 mm | 84 x 36 x 4 in,"Glass, stainless steel, steel, nickel, brass, rubber, pharmaceutical packaging and blood",Instrument Cabinets,http://damienhirst.com/images/hirstimage/DHS3161wide_771_0.jpg
"Well, Whaddya Do?",2005,2134 x 914 x 4 mm | 84 x 36 x 4 in,"Glass, stainless steel, steel, nickel, brass, rubber, pharmaceutical packaging and blood",Instrument Cabinets,http://damienhirst.com/images/hirstimage/DHS3162wide_771_0.jpg
Greetings from the Gutter/Avoiding the Inevitable,1994,Dimensions variable,"Glass, painted steel, silicone rubber, gas cylinders, regulators, brass and rubber tubing, acrylic, MDF, gas masks, saline bags, intravenous lines, drainage pouches, needle and hook",Vitrines,http://damienhirst.com/images/hirstimage/DHS32312_771_0.jpg
Fantasia,2006,Diameter: 2591 mm | 102 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS5926r_771_0.jpg
Claustrophobia/Agoraphobia,2008,"Two parts, each: 2400 x 1225 x 301 mm | 94.5 x 48.2 x 11.9 in","Glass, stainless steel, steel, nickel, brass, rubber, gas masks, surgical instruments and equipment",Instrument Cabinets,http://damienhirst.com/images/hirstimage/DHS8838Widev2_771_0.jpg
Vespula Pensylvanica,2009,1346 x 1245 mm | 53 x 49 in,Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS11991rt_771_0.jpg
Grace,2008 - 2009,1400 x 1400 mm | 55.1 x 55.1 in,"Butterflies, cubic zirconia and household gloss on canvas",Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS12235rt_771_0.jpg
Oxalacetic Acid,2002,457 x 356 mm | 18 x 14 in | (Spot size variable),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS15679rt_771_0.jpg
Beautiful Covent Garden Skull Spin Painting for Kids Co,2012,555 x 550 mm | 21.9 x 21.7 in,Acrylic on paper,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS16505rt_771_0.jpg
Beautiful Covent Garden Heart Spin Painting for Kids Co,2012,500 x 590 mm | 19.7 x 23.23 in,Acrylic on paper,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS16506rt_771_0.jpg
The Martyrdom of Saint Andrew,2002 - 2003,1800 x 925 x 360 mm | 70.9 x 36.4 x 14.1 in,"Glass, stainless steel, steel, nickel, brass, rubber, bunsen burner with attachments, wooden crucifix, rosary, hymn card, plastic caps, sheep skull, rope, ornamental dog, fishing nets, cardboard boxes, paper, gloves, blood and laboratory glassware",Instrument Cabinets,http://damienhirst.com/images/hirstimage/DHS640v4_771_0.jpg
The Martyrdom of Saint Peter,2002 - 2003,1800 x 925 x 262 mm | 70.9 x 36.4 x 10.3 in,"Glass, stainless steel, steel, nickel, plastic tubing, framed cockerel print, book, keys, wooden crucifix, rosary, lump hammer, blood, nails and laboratory glassware",Instrument Cabinets,http://damienhirst.com/images/hirstimage/DHS642rt_771_0.jpg
Neverland,2002,2362 x 8738 x 102 mm | 93 x 344 x 4 in,"Glass, stainless steel, steel, aluminium, nickel, bismuth and cast resin, coloured plaster and painted pills with dry transfers",Pill Cabinets,http://damienhirst.com/images/hirstimage/DHS661fullview_771_0.jpg
"Beautiful Big, Beyond Belief Tasteful Party Painting I",2007,Diameter: 1524 mm | 60 in,"Household gloss, glass, mirror, blades, glitter and diamond dust on canvas",Spin Paintings,http://damienhirst.com/images/hirstimage/DHS674_771_0.jpg
Two Tablets (V),2004 - 2005,1219 x 914 mm | 48 x 36 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS1080rt_771_0.jpg
Love is the Best,1994 - 1995,2134 x 2134 mm | 84 x 84 in,Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS1254rt_771_0.jpg
What Goes Around Comes Around,2004,1057 x 3759 x 1219 mm | 81 x 148 x 48 in,"Glass, stainless steel, nickel, brass, rubber, painted & lacquered MDF, acrylic, fish skeletons, fish and formaldehyde solution",Instrument Cabinets,http://damienhirst.com/images/hirstimage/DHS1944fullboneside_771_0.jpg
Our Love,1999,Diameter: 2134 mm | 84 in,Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/dhs89t_771_0.jpg
Beagle 2,1998,914 x 914 mm | 36 x 36 in | (4 inch spot),Household gloss and polyvinyl chloride on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/dhs91t_771_0.jpg
Untitled,1998,Diameter: 305 mm | 12 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/dhs95t_771_0.jpg
Untitled,2000,2140 x 2140 mm | 84.3 x 84.3 in,Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/dhs117t_771_0.jpg
Untitled,2000,762 x 1219 mm | 30 x 48 in,Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS220_r_771_0.jpg
Trimeresurus Okinavensis,2001,1473 x 864 mm | 58 x 34 in,Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS239_771_0.jpg
Untitled,1992,1219 x 1219 mm | 48 x 48 in,Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS242rt_771_0.jpg
Beautiful sunburst of cowardly yellows and shocking pinks painting,2001,Diameter: 2134 mm | 84 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS250r_771_0.jpg
Tough Love,1996,610 x 914 x 152 mm | 24 x 36 x 6 in,"Glass, painted MDF, aluminium, metal pins, nickel-plated steel, sliding door lock and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS349ToughLover_771_0.jpg
The Holy Trinity,2000,Three parts: 2140 x 1530 x 300 mm | 84.3 x 60.2 x 11.8 in (left) | 2740 x 1840 x 300 mm | 107.9 x 72.4 x 11.8 in (centre) | 2140 x 1530 x 300 mm | 84.3 x 60.2 x 11.8 in (right),"Glass, faced particleboard, wood, steel and anatomical models",Trinity Cabinets,http://damienhirst.com/images/hirstimage/DHS404_771_0.jpg
Beauty and the Beast (Part 1),2002,2134 x 2134 mm | 84 x 84 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS425wide_771_0.jpg
Love-In,2008,2140 x 2140 mm | 84.3 x 84.3 in,"Butterflies, cubic zirconia and household gloss on canvas",Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS444LoveIncropped_771_0.jpg
The Existence of Nothing Causes Nothing,1997,1219 x 1829 x 203 mm | 48 x 72 x 8 in,"Glass, painted MDF, ramin, steel, aluminium and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS508v2r_771_0.jpg
Bisacodyl,1995,229 x 229 mm | 9 x 9 in | (3 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS529_771_0.jpg
Beautiful iridescent for Mike painting,2002,1600 x 1600 mm | 63 x 63 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS559rt_771_0.jpg
"Considered, Stubbed Out, Forgotten",1993,1219 x 1829 x 114 mm | 48 x 72 x 4.5 in,"Glass, painted MDF, ramin, steel, cigarettes and ash",Cigarette Cabinets,http://damienhirst.com/images/hirstimage/DHS504_771_0.jpg
Zearalenone-BSA Conjugate,2001,Diameter: 2134 mm | 82 in | (2 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/dhs347t_771_0.jpg
Such is the Nature and the Life of Man,2006,"Triptych, each part: 1219 x 1219 mm | 48 x 48 in",Flies and household gloss on canvas,Fly Paintings and Sculptures,http://damienhirst.com/images/hirstimage/DHS6189_771_0.jpg
"Melanie, Stephanie",1992,Dimensions variable,"Household gloss on wall, chairs and twins",Spot Paintings,http://damienhirst.com/images/hirstimage/4985_771_0.jpg
"School: The Archaeology of Lost Desires, Comprehending Infinity and the Search for Knowledge",2007,Dimensions variable,"Acrylic, painted steel, silicone, ceramic floor tiles, stainless steel meat rack and meat hooks, resin chair, umbrella modified with carbon fibre and gold plating, plastic and painted steel bird cage, stainless steel bird cage stand, wooden hat stand, walking cane, mortar board hat, monofilament, sides of beef, sausages, dove and formaldehyde solution; stainless steel autopsy tables, glass, silicone, drip stands, saline bags and solution, hypodermic needles, plastic, autopsy instruments, stainless steel syringe, stationery, fluorescent strip lights, tree branch, ashtrays, cigarettes, sand, drinking glasses, water, text books, stainless steel buckets, pigs blood, lamb carcasses, sheep heads, porbeagle shark and formaldehyde solution; chair, painted steel and plastic birdcage, live lovebirds, dunce hat, ashtray and cigarettes; glass, painted steel, blackboard, stainless steel hooks and chain; glass, stainless steel, medical packaging and reverse motion clocks.",Installations,http://damienhirst.com/images/hirstimage/HIRST200607SchoolLev_771_0.jpg
"Making Beautiful Paintings (Waiting for Inspiration, Red and Blue)",1994,248 x 210 mm | 9.8 x 8.3 in,Ink on paper,Drawings,http://damienhirst.com/images/hirstimage/dhs188t_771_0.jpg
The Ivy,1997 - 1998,,"Glass, painted MDF, aluminium, metal pins, nickel-plated steel, sliding door lock and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS1590_771_0.jpg
End Game,2004,1956 x 3759 x 508 mm | 77 x 148 x 20 in,"Glass, stainless steel, steel, nickel, brass, rubber, human skeletons, medical, surgical and laboratory equipment, Dettol and bleach",Instrument Cabinets,http://damienhirst.com/images/hirstimage/DHS1951_771_0.jpg
Beautiful darkness spreading to every corner of your mind painting,2005,610 x 762 mm | 24 x 30 in ,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/dhs788t_771_0.jpg
Revolution,2008,2134 x 2134 mm | 84 x 84 in,Flies and household gloss on canvas,Fly Paintings and Sculptures,http://damienhirst.com/images/hirstimage/DHS6302_r_771_0.jpg
Beautiful Morana Dysgeusia Painting for Jarvis (with Diamonds),2011,Diameter: 1829 mm | 72 in,Cubic zirconia and household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS15713_r_771_0.jpg
Failures,2008 - 2009,2438 x 1829 mm | 96 x 72 in,"Metal, resin and plaster pills and watercolour on canvas",Remedy Paintings,http://damienhirst.com/images/hirstimage/DHS11339r_771_0.jpg
Two Similar Swimming Forms in Endless Flight/Motion,1993,270 x 210 mm | 10.6 x 8.3 in,Ink on paper,Drawings,http://damienhirst.com/images/hirstimage/dhs168t_771_0.jpg
Dance of Death,2002,2388 x 8738 x 102 mm | 94 x 344 x 4 in,"Glass, stainless steel, steel, aluminum, nickel, bismuth and cast resin, coloured plaster and painted pills with dry transfers",Pill Cabinets,http://damienhirst.com/images/hirstimage/DHS586_771_0.jpg
Daemon,2007,914 x 914 mm | 36 x 36 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/dhs855t_771_0.jpg
"The Ascension of Jesus, Resurrection",2002,1100 x 748 mm | 43.3 x 29.4 in,Pencil on paper,Drawings,http://damienhirst.com/images/hirstimage/dhs963t_771_0.jpg
Crucifixion with Model,2002 - 2003,751 x 1098 mm | 29.6 x 43.2 in,Pencil on paper with magazine cutting,Drawings,http://damienhirst.com/images/hirstimage/dhs970t_771_0.jpg
A Celebration at Least,1993,149 x 103 mm | 5.9 x 4.1 in,Ink on paper,Drawings,http://damienhirst.com/images/hirstimage/dhs1123t_771_0.jpg
"The Promise of Money, Emily to Start...",2003,296 x 210 mm | 11.7 x 8.3 in,Ink on paper,Drawings,http://damienhirst.com/images/hirstimage/dhs1165t_771_0.jpg
Saint Sebastian,2003,648 x 500 mm | 25.5 x 19.7 in,Pencil on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS1910r_771_0.jpg
Untitled School,2006,835 x 1185 mm | 32.9 x 46.6 in,Pencil on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS6177r_771_0.jpg
Beautiful Vest Claustrophobia Painting,2008,2438 x 2134 mm | 96 x 84 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS92790r_771_0.jpg
Gorgeous concentric sunny yellow line painting,2002,Diameter: 2134 mm | 84 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/dhs389t_771_0.jpg
Gorgeous concentric red blue hot cold painting (with green centre),2002,Diameter: 2134 mm | 84 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/dhs392t_771_0.jpg
The Wonder of You,2001,2134 x 2134 mm | 84 x 84 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/dhs410t_771_0.jpg
A Beautiful Thing,2003,1829 x 1829 mm | 72 x 72 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/dhs476t_771_0.jpg
The Beheading of John the Baptist,2002,748 x 1100 mm | 29.5 x 43.3 in,Pencil on paper,Drawings,http://damienhirst.com/images/hirstimage/dhs964t_771_0.jpg
The Five Aspects of God,2007,"Five parts (left to right): 2134 x 2134 mm | 84 x 84 in | Triptych, each: 1829 x 1219 mm | 72 x 48 in | 2743 x 1829 mm | 108 x 72 in | 2438 x 2134 mm | 96 x 84 in | 3048 x 1524 mm | 120 x 60 in","Butterflies, blades, earth, pins, paper and household gloss on canvas",Other Works,http://damienhirst.com/images/hirstimage/DHS69582_771_0.jpg
"Beautiful Naked Psychedelic Gherkin Exploding Tomato Sauce All Over Your Face, Flame Grilled Painting",2003,Diameter: 1829 mm | 72 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/dhs680t_771_0.jpg
Incarnation,2008,1524 x 1524 mm | 60 x 60 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS1234r_771_0.jpg
Brilliant Love,1994 - 1995,2134 x 2134 mm | 84 x 84 in,Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/dhs1256t_771_0.jpg
Septicaemia,2003,1370 x 1015 mm | 53.9 x 40 in,Flies and resin on canvas,Fly Paintings and Sculptures,http://damienhirst.com/images/hirstimage/DHS1339r_771_0.jpg
Cholera,2003,1370 x 1015 mm | 53.9 x 40 in,Flies and resin on canvas,Fly Paintings and Sculptures,http://damienhirst.com/images/hirstimage/DHS1340r_771_0.jpg
"Matthew, Mark, Luke and John",1994 - 2003,"Four parts, each: 406 x 813 x 406 mm | 16 x 32 x 16 in","Glass, painted steel, silicone, kitchen knives, barbecue skewers, resin books, leather and brass wallet, glass ink well, Mont Blanc fountain pen, wooden paint pallet, wooden paintbrushes, cows' heads, bulls' heads and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS1515wide_771_0.jpg
The Sex Pistols,1996 - 1997,"Four parts, each: 2700 x 1215 x 250 mm | 106 x 47.8 x 9.8 in","Glass, Formica, MDF, ramin, steel, nickel-plated steel, aluminium, sliding door locks and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS1616_771_0.jpg
Beautiful Varying Degrees of Love Lukewarm to Hot but Never Cold Painting,2006,Diameter: 1829 mm | 72 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS2302_771_0.jpg
Moments of Madness,2008,560 x 612 x 82 mm | 22.1 x 24.1 x 3.2 in,"Glass, stainless steel, steel, aluminum, nickel and cubic zirconia",Diamond Cabinets,http://damienhirst.com/images/hirstimage/DHS5773_771_0.jpg
Moments of Weakness,2008,560 x 612 x 82 mm | 22.1 x 24.1 x 3.2 in,"Glass, stainless steel, steel, aluminum, nickel and cubic zirconia",Diamond Cabinets,http://damienhirst.com/images/hirstimage/DHS5774_771_0.jpg
"HIV Aids, Drugs Combination",2006,914 x 1219 mm | 36 x 48 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS6657_771_0.jpg
Enchanted,2008,1184 x 2706 mm | 46.6 x 106.5 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS8033_771_0.jpg
Beautiful Ceres Intense Anhedonia Painting (with Extra Inner Beauty),2008,610 x 305 mm | 24 x 12 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS9282_771_0.jpg
The Eternal,2008 - 2009,508 x 406 mm | 20 x 16 in,"Metal, resin and plaster pills and watercolour on canvas",Remedy Paintings,http://damienhirst.com/images/hirstimage/DHS11276r_771_0.jpg
Oleic Acid Ethyl Ester,2007,1219 x 1219 mm | 48 x 48 in | (48 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS12228r_771_0.jpg
Ceftriaxone,2010,345 x 285 mm | 13.6 x 11.2 in | (5 mm spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS12558r_771_0.jpg
Iopanoic Acid,2011,1829 x 3658 mm | 72 x 144 in,Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS14510r_771_0.jpg
The Prodigal Son,1994,"Two parts, each: 991 x 1499 x 483 mm | 39 x 59 x 19 in","Glass, painted steel, silicone, acrylic, plastic cable ties, stainless steel, calf and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS563Q_771_0.jpg
4-chlororesorcinol (PFS),1999,Fourt parts: 432 x 483 mm | 17 x 19 in | (1 inch spot) | 864 x 965 mm | 34 x 38 in | (2 inch spot) | 1295 x 1448 mm | 51 x 57 in | (3 inch spot) | 1702 x 1930 mm | 67 x 76 in | (4 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS70r_771_0.jpg
Beautiful c painting,1996,Diameter: 1829 mm | 72 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS210r_771_0.jpg
The Promise of Money,2003,Dimensions variable,"Resin, steel, mirror, pigments, cow hair, glass eyes, sling, hoist, Iraqi money and blood",Other Works,http://damienhirst.com/images/hirstimage/DHS296_771_0.jpg
All Things Must Pass,2008,2140 x 2140 mm | 84.3 x 84.3 in,"Butterflies, cubic zirconia and household gloss on canvas",Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/dhs447t_771_0.jpg
Beautiful Love Strummerville Painting with Beautiful Butterflies,2008,2140 x 2140 mm 84.3 x 84.3 in,Butterflies and household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/dhs448t_771_0.jpg
Beautiful Love Survival Painting with Beautiful Butterflies,2008,,Butterflies and household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/dhs451t_771_0.jpg
Nothing Matters/The Empty Chair,2008,"Triptych, each: 2286 x 1524 mm | 90 x 60 in",Oil on canvas,After Beautiful Paintings,http://damienhirst.com/images/hirstimage/DHS7732_771_0.jpg
Self Portrait Mexico,2007 - 2008,670 x 612 mm | 26.4 x 24.1 in,Oil on newspaper mounted on canvas,After Beautiful Paintings,http://damienhirst.com/images/hirstimage/DHS9728_771_0.jpg
Requiem - The Dream is Dead,2007,125 x 140 x 165 mm | 4.9 x 5.5 x 6.5 in | Edition of 12 + 2 APs,Sterling silver,"Gold, Silver and Bronze",http://damienhirst.com/images/hirstimage/DHS1644a31r_771_0.jpg
Rehab is for Quitters,1998 - 1999,914 x 2744 x 2134 mm | 36 x 108 x 84 in,"Glass, steel, aluminum, human skeleton, rubber tubing, compressor, ping-pong balls, paper and ink",Mental Escapology,http://damienhirst.com/images/hirstimage/DHS47_771_0.jpg
Lancet,1983 - 1985,305 x 394 mm | 12 x 15.5 in,"Wood, metal, leather, paper, plastic, wool, paint, nails and glue",Collages,http://damienhirst.com/images/hirstimage/dhs106t_771_0.jpg
Spot Room,1989,Dimensions variable,Household gloss on wall,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS2051r_771_0.jpg
Hung Up,1983 - 1985,584 x 375 x 38 mm | 23 x 14.8 in x 1.5 in,"Wood, metal, paper, plastic, ceramic, paint, nails and glue",Collages,http://damienhirst.com/images/hirstimage/dhs534t_771_0.jpg
Argininosuccinic Acid,1995,3353 x 4572 mm | 132 x 180 in | (4 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS1816r_771_0.jpg
Loss of Memory,1991 - 1992,920 x 1840 x 1070 mm 36.2 x 72.4 x 42.1 in,"Glass, steel, silicone rubber, formaldehyde containers, formaldehyde solution, water, syringes, gas mask, gloves and goggles",Vitrines,http://damienhirst.com/images/hirstimage/DHS1917_771_0.jpg
